X_01,X_02,X_05,X_06
72.583,103.32,103.157,72.943
73.603,103.32,103.152,73.963
73.603,103.32,103.158,73.963
77.682,103.32,103.157,78.042
74.623,103.32,103.158,74.983
70.544,103.32,103.152,70.904
64.425,103.321,102.014,70.904
72.583,103.32,101.939,72.943
69.524,103.32,102.007,71.923
72.583,103.321,103.16,72.943
71.563,103.32,103.155,71.923
68.504,103.32,102.006,71.923
72.583,103.32,103.152,72.943
71.563,103.32,103.156,71.923
71.563,103.32,103.151,71.923
72.583,103.32,103.157,72.943
69.524,103.32,103.157,69.884
68.504,103.321,101.982,69.884
70.544,103.32,103.155,70.904
72.583,103.32,103.154,72.943
68.504,103.32,102.022,70.904
71.563,103.321,103.157,71.923
68.504,103.32,102.02,72.943
71.563,103.32,103.155,71.923
70.544,103.32,103.159,70.904
75.642,103.32,103.155,76.002
76.662,103.32,103.155,77.022
68.504,103.32,101.944,70.904
68.504,103.32,102.03,71.923
69.524,103.32,101.956,70.904
71.563,103.32,101.904,71.923
71.563,103.32,103.149,71.923
74.623,103.32,103.155,74.983
74.623,103.32,103.155,74.983
73.603,103.32,103.155,73.963
67.485,103.32,102.006,69.884
82.78,103.32,103.158,83.14
71.563,103.32,102.0,72.943
65.445,103.32,101.982,67.845
67.485,103.32,101.908,73.963
66.465,103.32,102.008,71.923
69.524,103.321,103.159,69.884
69.524,103.32,103.155,69.884
70.544,103.32,103.155,70.904
73.603,103.321,103.149,73.963
73.603,103.32,103.154,73.963
70.544,103.32,101.997,72.943
74.623,103.32,103.153,74.983
71.563,103.32,102.012,71.923
73.603,103.32,103.157,73.963
69.524,103.32,101.951,69.884
77.682,103.32,103.159,78.042
67.485,103.32,101.951,69.884
73.603,103.32,101.987,73.963
73.603,103.32,103.149,73.963
71.563,103.32,102.077,74.983
64.425,103.321,101.947,68.864
66.465,103.32,102.004,73.963
65.445,103.32,102.018,70.904
68.504,103.32,102.024,70.904
67.485,103.32,101.963,71.923
66.465,103.32,101.993,69.884
65.445,103.32,102.019,71.923
70.544,103.32,103.157,70.904
67.485,103.321,102.017,68.864
66.465,103.32,101.988,71.923
67.485,103.32,102.029,67.845
69.524,103.32,102.046,70.904
66.465,103.32,102.004,71.923
68.504,103.32,101.989,68.864
70.544,103.32,103.153,70.904
69.524,103.32,101.957,69.884
69.524,103.32,102.019,70.904
73.603,103.32,103.154,73.963
64.425,103.321,101.994,67.845
71.563,103.32,103.148,71.923
69.524,103.32,101.968,69.884
69.524,103.321,101.989,71.923
69.524,103.32,101.95,73.963
74.623,103.32,103.157,74.983
69.524,103.32,101.929,71.923
64.425,103.321,102.008,69.884
65.445,103.32,101.927,68.864
78.702,103.32,103.154,79.062
71.563,103.32,101.901,73.963
73.603,103.32,103.154,73.963
70.544,103.32,103.155,70.904
73.603,103.32,103.156,73.963
69.524,103.32,103.142,69.884
74.623,103.32,103.155,74.983
66.465,103.32,101.923,69.884
73.603,103.32,103.152,73.963
70.544,103.321,103.159,70.904
72.583,103.32,103.159,72.943
73.603,103.32,103.15,73.963
65.445,103.32,102.001,68.864
66.465,103.32,101.904,66.825
72.583,103.32,103.157,72.943
65.445,103.32,101.956,70.904
70.544,103.32,101.92,71.923
68.504,103.32,101.942,69.884
69.524,103.32,101.888,71.923
74.623,103.32,103.149,74.983
71.563,103.32,101.978,73.963
69.524,103.32,101.964,73.963
68.504,103.32,101.883,74.983
68.504,103.32,101.921,69.884
68.504,103.32,101.988,68.864
66.465,103.32,101.986,70.904
69.524,103.32,101.973,69.884
64.425,103.32,102.012,69.884
71.563,103.32,102.019,72.943
72.583,103.321,103.151,72.943
69.524,103.321,102.014,73.963
69.524,103.321,101.966,73.963
76.662,103.32,103.15,77.022
67.485,103.321,101.987,67.845
65.445,103.321,101.958,69.884
67.485,103.32,101.948,68.864
67.485,103.321,101.942,68.864
71.563,103.32,103.156,71.923
69.524,103.32,103.149,69.884
66.465,103.32,102.003,67.845
71.563,103.32,103.153,71.923
65.445,103.32,101.972,72.943
69.524,103.32,101.984,71.923
73.603,103.32,103.15,73.963
73.603,103.32,103.154,73.963
69.524,103.32,101.944,69.884
70.544,103.32,101.999,70.904
69.524,103.32,101.999,73.963
69.524,103.321,101.984,71.923
70.544,103.32,103.157,70.904
68.504,103.32,102.074,69.884
67.485,103.32,102.036,70.904
68.504,103.32,102.014,68.864
65.445,103.32,101.983,70.904
67.485,103.32,101.92,71.923
67.485,103.32,101.948,69.884
71.563,103.32,103.154,71.923
75.642,103.32,103.156,76.002
68.504,103.321,101.947,72.943
64.425,103.32,101.955,69.884
66.465,103.32,101.921,71.923
68.504,103.32,101.953,71.923
69.524,103.32,101.905,71.923
69.524,103.32,101.879,71.923
69.524,103.32,103.15,69.884
68.504,103.32,103.15,68.864
65.445,103.32,101.922,66.825
67.485,103.32,101.985,68.864
67.485,103.32,101.956,71.923
67.485,103.32,101.919,69.884
63.406,103.32,101.963,69.884
69.524,103.32,101.912,71.923
66.465,103.321,101.898,66.825
68.504,103.32,101.93,71.923
67.485,103.32,101.942,69.884
68.504,103.32,101.862,69.884
69.524,103.32,101.924,73.963
69.524,103.32,101.908,73.963
67.485,103.32,101.984,72.943
65.445,103.32,101.958,69.884
69.524,103.32,101.903,70.904
67.485,103.32,101.888,70.904
67.485,103.32,101.999,69.884
69.524,103.32,101.877,71.923
67.485,103.321,101.946,69.884
66.465,103.32,101.887,66.825
66.465,103.32,101.924,68.864
62.386,103.32,102.021,68.864
64.425,103.32,101.926,66.825
66.465,103.32,101.965,71.923
71.563,103.321,103.153,71.923
69.524,103.32,103.151,69.884
66.465,103.32,103.155,66.825
67.485,103.321,103.156,67.845
70.544,103.32,103.158,70.904
71.563,103.32,103.152,71.923
69.524,103.32,103.158,69.884
74.623,103.32,103.154,74.983
66.465,103.32,101.921,66.825
67.485,103.321,103.157,67.845
68.504,103.32,103.15,68.864
71.563,103.32,103.159,71.923
72.583,103.32,103.156,72.943
67.485,103.32,101.97,67.845
68.504,103.32,101.923,68.864
64.425,103.321,101.963,64.785
73.603,103.32,103.147,73.963
66.465,103.32,102.015,67.845
68.504,103.321,101.919,68.864
66.465,103.32,101.942,66.825
70.544,103.32,103.153,70.904
68.504,103.32,101.935,69.884
66.465,103.32,103.153,66.825
61.366,103.32,101.963,68.864
65.445,103.32,102.017,66.825
65.445,103.321,101.969,66.825
68.504,103.321,103.153,68.864
71.563,103.32,101.954,71.923
68.504,103.32,101.96,69.884
69.524,103.321,101.943,69.884
66.465,103.32,103.158,66.825
66.465,103.32,101.965,70.904
68.504,103.32,103.159,68.864
71.563,103.32,103.151,71.923
73.603,103.32,103.156,73.963
73.603,103.32,103.158,73.963
67.485,103.32,103.156,67.845
71.563,103.32,103.159,71.923
66.465,103.32,101.987,66.825
69.524,103.32,103.151,69.884
68.504,103.32,101.962,69.884
68.504,103.32,101.959,68.864
71.563,103.32,103.155,71.923
67.485,103.32,101.986,67.845
71.563,103.32,103.157,71.923
69.524,103.32,102.009,69.884
64.425,103.32,101.961,68.864
65.445,103.32,101.911,67.845
69.524,103.32,103.16,69.884
75.642,103.32,103.158,76.002
73.603,103.32,103.157,73.963
66.465,103.32,101.962,66.825
70.544,103.321,103.153,70.904
72.583,103.32,103.152,72.943
71.563,103.32,103.15,71.923
71.563,103.32,101.978,71.923
66.465,103.321,101.915,66.825
76.662,103.32,103.154,77.022
74.623,103.32,103.158,74.983
68.504,103.321,103.147,68.864
69.524,103.321,103.155,69.884
70.544,103.32,102.032,71.923
73.603,103.32,103.156,73.963
73.603,103.32,103.156,73.963
69.524,103.32,101.999,70.904
72.583,103.32,103.157,72.943
69.524,103.32,101.987,69.884
68.504,103.321,101.961,70.904
69.524,103.32,101.921,69.884
74.623,103.32,103.157,74.983
69.524,103.32,103.157,69.884
66.465,103.32,102.032,69.884
70.544,103.32,101.901,70.904
68.504,103.32,102.02,72.943
66.465,103.321,102.056,70.904
67.485,103.32,102.005,69.884
66.465,103.32,101.907,67.845
68.504,103.32,102.001,69.884
70.544,103.32,101.985,74.983
67.485,103.32,101.928,69.884
71.563,103.321,103.159,71.923
68.504,103.32,101.931,71.923
68.504,103.32,102.052,71.923
71.563,103.32,101.901,71.923
72.583,103.32,103.158,72.943
72.583,103.32,103.158,72.943
69.524,103.32,101.96,71.923
68.504,103.32,101.91,69.884
66.465,103.32,101.948,69.884
67.485,103.32,101.928,67.845
69.524,103.32,101.96,72.943
71.563,103.32,103.149,71.923
68.504,103.32,101.99,72.943
66.465,103.32,101.98,68.864
71.563,103.32,102.026,72.943
71.563,103.32,101.932,74.983
68.504,103.32,101.924,69.884
67.485,103.32,101.973,73.963
68.504,103.321,103.146,68.864
66.465,103.321,101.993,69.884
68.504,103.32,101.934,72.943
70.544,103.32,101.926,70.904
66.465,103.32,101.987,70.904
68.504,103.32,101.941,72.943
69.524,103.32,101.938,70.904
68.504,103.32,101.946,68.864
68.504,103.32,101.879,68.864
67.485,103.32,101.903,67.845
69.524,103.321,103.15,69.884
71.563,103.32,101.903,71.923
73.603,103.32,103.157,73.963
69.524,103.321,101.965,71.923
70.544,103.32,103.149,70.904
70.544,103.321,101.882,72.943
72.583,103.32,103.157,72.943
69.524,103.32,103.157,69.884
69.524,103.32,101.95,70.904
66.465,103.32,102.032,67.845
68.504,103.32,102.021,70.904
69.524,103.32,103.158,69.884
65.445,103.32,102.032,70.904
66.465,103.32,101.908,70.904
69.524,103.321,101.97,72.943
68.504,103.32,101.906,68.864
68.504,103.321,101.923,71.923
67.485,103.32,101.987,68.864
66.465,103.32,102.052,69.884
73.603,103.32,103.159,73.963
69.524,103.32,101.912,69.884
69.524,103.32,103.146,69.884
68.504,103.32,102.097,72.943
69.524,103.32,102.013,70.904
73.603,103.32,103.152,73.963
69.524,103.32,102.014,74.983
72.583,103.32,103.153,72.943
67.485,103.32,101.879,71.923
69.524,103.321,101.897,73.963
71.563,103.32,101.932,71.923
67.485,103.32,101.891,71.923
67.485,103.321,101.959,69.884
69.524,103.32,103.157,69.884
66.465,103.32,101.924,66.825
66.465,103.32,101.919,68.864
68.504,103.32,101.872,68.864
64.425,103.32,101.983,67.845
68.504,103.321,101.871,68.864
68.504,103.32,103.156,68.864
68.504,103.32,101.899,70.904
66.465,103.321,101.868,73.963
66.465,103.32,101.897,69.884
67.485,103.32,101.946,72.943
66.465,103.32,101.953,70.904
66.465,103.321,101.946,69.884
68.504,103.32,101.932,72.943
66.465,103.32,101.909,71.923
68.504,103.321,101.961,69.884
71.563,103.32,101.975,71.923
70.544,103.32,103.149,70.904
68.504,103.32,101.957,71.923
69.524,103.32,101.931,69.884
67.485,103.32,103.155,67.845
69.524,103.32,103.158,69.884
64.425,103.32,101.95,65.805
61.366,103.32,101.977,68.864
67.485,103.32,103.149,67.845
68.504,103.32,103.146,68.864
67.485,103.32,101.948,67.845
68.504,103.321,101.956,68.864
66.465,103.32,101.921,72.943
64.425,103.32,101.984,69.884
66.465,103.32,101.905,69.884
66.465,103.32,101.988,66.825
69.524,103.32,101.974,69.884
65.445,103.32,101.941,69.884
69.524,103.32,101.909,71.923
68.504,103.32,103.153,68.864
69.524,103.32,103.156,69.884
65.445,103.32,102.011,67.845
68.504,103.32,103.158,68.864
67.485,103.321,102.049,67.845
70.544,103.32,103.16,70.904
63.406,103.321,101.962,68.864
69.524,103.321,103.159,69.884
67.485,103.32,101.916,68.864
69.524,103.32,103.15,69.884
69.524,103.32,102.024,71.923
70.544,103.32,101.925,70.904
65.445,103.32,101.932,71.923
69.524,103.32,101.956,69.884
69.524,103.32,101.893,69.884
65.445,103.32,101.955,69.884
66.465,103.32,101.97,68.864
65.445,103.32,101.95,68.864
69.524,103.32,101.932,70.904
66.465,103.32,101.935,71.923
71.563,103.32,103.146,71.923
66.465,103.32,101.995,69.884
65.445,103.32,102.013,65.805
68.504,103.321,102.024,70.904
70.544,103.32,103.154,70.904
74.623,103.32,103.154,74.983
72.583,103.321,103.158,72.943
68.504,103.32,101.992,70.904
67.485,103.32,101.955,69.884
70.544,103.321,103.153,70.904
69.524,103.32,103.155,69.884
69.524,103.32,103.152,69.884
67.485,103.32,103.149,67.845
68.504,103.32,103.156,68.864
69.524,103.32,103.143,69.884
68.504,103.32,103.157,68.864
67.485,103.32,102.033,67.845
69.524,103.32,101.953,73.963
73.603,103.32,103.148,73.963
70.544,103.321,101.916,71.923
67.485,103.32,101.956,71.923
70.544,103.32,103.151,70.904
68.504,103.32,101.981,68.864
70.544,103.32,103.159,70.904
70.544,103.321,103.156,70.904
71.563,103.32,103.151,71.923
69.524,103.32,103.15,69.884
68.504,103.32,103.15,68.864
66.465,103.32,101.947,68.864
71.563,103.32,103.152,71.923
71.563,103.32,103.159,71.923
71.563,103.321,103.157,71.923
69.524,103.32,101.953,70.904
70.544,103.32,103.154,70.904
69.524,103.32,101.957,71.923
66.465,103.321,101.969,71.923
69.524,103.32,101.865,73.963
68.504,103.32,101.974,70.904
66.465,103.32,101.984,72.943
68.504,103.32,101.893,69.884
70.544,103.32,101.881,71.923
72.583,103.32,103.158,72.943
70.544,103.32,103.158,70.904
69.524,103.32,103.157,69.884
69.524,103.32,103.146,69.884
64.425,103.32,101.95,69.884
68.504,103.32,101.933,71.923
67.485,103.32,101.964,72.943
68.504,103.32,101.944,71.923
68.504,103.32,101.858,71.923
66.465,103.32,101.904,68.864
65.445,103.32,101.89,72.943
73.603,103.32,103.159,73.963
67.485,103.32,101.916,70.904
66.465,103.32,101.999,70.904
68.504,103.32,101.865,69.884
67.485,103.321,101.924,71.923
66.465,103.32,101.902,71.923
69.524,103.32,101.926,71.923
65.445,103.32,101.96,71.923
69.524,103.32,101.893,69.884
66.465,103.32,102.013,69.884
68.504,103.32,101.896,70.904
69.524,103.32,101.922,72.943
68.504,103.32,103.145,68.864
68.504,103.321,103.152,68.864
71.563,103.321,103.145,71.923
66.465,103.32,101.999,71.923
72.583,103.32,103.153,72.943
67.485,103.32,101.977,71.923
65.445,103.32,101.916,71.923
67.485,103.32,101.902,69.884
68.504,103.32,101.904,71.923
68.504,103.32,101.947,69.884
69.524,103.32,103.158,69.884
66.465,103.32,101.925,70.904
68.504,103.32,101.913,70.904
70.544,103.32,101.945,71.923
66.465,103.32,101.883,69.884
67.485,103.32,101.892,71.923
67.485,103.32,101.853,71.923
69.524,103.32,101.909,70.904
65.445,103.32,101.942,68.864
66.465,103.32,101.932,72.943
68.504,103.32,101.927,72.943
69.524,103.32,101.944,72.943
68.504,103.32,101.973,71.923
66.465,103.321,101.931,68.864
65.445,103.32,101.976,67.845
74.623,103.321,103.152,74.983
72.583,103.32,101.872,72.943
71.563,103.32,102.008,72.943
69.524,103.32,101.859,71.923
68.504,103.32,101.935,68.864
69.524,103.32,101.928,70.904
68.504,103.32,101.913,70.904
66.465,103.321,101.903,71.923
68.504,103.32,101.856,70.904
64.425,103.32,101.928,69.884
67.485,103.32,101.928,69.884
71.563,103.32,103.158,71.923
67.485,103.321,101.965,69.884
68.504,103.32,101.919,68.864
70.544,103.32,103.153,70.904
67.485,103.32,101.948,68.864
66.465,103.32,101.92,67.845
67.485,103.32,101.898,71.923
66.465,103.32,101.998,71.923
69.524,103.321,101.878,71.923
68.504,103.321,101.884,71.923
70.544,103.32,101.912,73.963
65.445,103.32,101.973,71.923
67.485,103.32,101.895,68.864
68.504,103.32,101.916,72.943
69.524,103.32,101.902,72.943
68.504,103.321,101.904,70.904
66.465,103.32,101.95,71.923
68.504,103.32,101.896,71.923
67.485,103.321,101.989,67.845
69.524,103.321,103.15,69.884
71.563,103.321,103.159,71.923
70.544,103.32,101.913,71.923
68.504,103.32,101.941,72.943
73.603,103.32,103.155,73.963
69.524,103.32,103.154,69.884
69.524,103.32,101.906,69.884
68.504,103.32,103.157,68.864
71.563,103.32,103.154,71.923
71.563,103.321,103.153,71.923
66.465,103.32,101.871,69.884
67.485,103.32,103.15,67.845
66.465,103.321,101.92,66.825
68.504,103.32,101.905,68.864
67.485,103.32,101.929,68.864
64.425,103.32,101.988,70.904
68.504,103.32,101.891,68.864
66.465,103.32,101.88,68.864
69.524,103.321,101.93,71.923
70.544,103.32,103.157,70.904
72.583,103.321,103.16,72.943
69.524,103.32,103.156,69.884
70.544,103.321,101.93,71.923
71.563,103.32,101.921,71.923
69.524,103.32,101.954,70.904
67.485,103.32,101.921,70.904
70.544,103.32,101.9,70.904
71.563,103.32,103.151,71.923
69.524,103.321,101.991,72.943
68.504,103.32,103.156,68.864
68.504,103.321,101.891,71.923
70.544,103.32,101.906,71.923
72.583,103.32,103.158,72.943
69.524,103.32,101.949,72.943
67.485,103.32,101.955,68.864
68.504,103.32,101.945,68.864
64.425,103.32,101.951,69.884
66.465,103.32,101.988,71.923
68.504,103.32,101.948,70.904
71.563,103.32,103.154,71.923
68.504,103.32,101.997,71.923
68.504,103.321,101.914,68.864
69.524,103.32,101.964,69.884
69.524,103.321,101.962,73.963
69.524,103.32,101.914,72.943
73.603,103.32,103.152,73.963
69.524,103.32,103.148,69.884
68.504,103.32,103.143,68.864
71.563,103.32,103.145,71.923
67.485,103.321,101.942,67.845
69.524,103.32,103.147,69.884
66.465,103.32,102.015,68.864
68.504,103.32,103.147,68.864
67.485,103.321,101.96,71.923
68.504,103.321,101.879,71.923
72.583,103.32,103.155,72.943
68.504,103.32,101.962,71.923
68.504,103.32,101.956,71.923
64.425,103.32,101.905,69.884
67.485,103.321,101.921,71.923
66.465,103.32,101.888,69.884
66.465,103.32,101.972,69.884
66.465,103.32,101.955,72.943
68.504,103.32,101.951,72.943
67.485,103.32,101.989,71.923
65.445,103.32,102.001,70.904
68.504,103.321,101.913,71.923
65.445,103.32,101.999,70.904
72.583,103.32,103.153,72.943
71.563,103.32,103.15,71.923
66.465,103.32,101.91,69.884
68.504,103.321,102.005,70.904
69.524,103.321,101.996,70.904
67.485,103.32,101.956,67.845
65.445,103.32,101.916,67.845
68.504,103.32,103.155,68.864
66.465,103.32,101.94,69.884
68.504,103.32,103.157,68.864
70.544,103.32,103.157,70.904
71.563,103.32,103.154,71.923
72.583,103.32,101.901,73.963
72.583,103.321,103.156,72.943
70.544,103.32,103.155,70.904
70.544,103.321,103.157,70.904
73.603,103.32,103.157,73.963
72.583,103.32,103.16,72.943
74.623,103.32,103.148,74.983
73.603,103.32,103.155,73.963
69.524,103.32,101.994,69.884
73.603,103.32,103.16,73.963
71.563,103.32,103.155,71.923
67.485,103.32,101.926,68.864
69.524,103.321,103.158,69.884
67.485,103.32,101.883,69.884
66.465,103.32,102.014,70.904
68.504,103.32,101.908,71.923
69.524,103.32,101.915,70.904
66.465,103.321,101.964,69.884
65.445,103.32,101.962,68.864
67.485,103.32,101.951,71.923
71.563,103.321,103.144,71.923
68.504,103.32,101.962,70.904
65.445,103.32,102.023,68.864
64.425,103.321,101.975,68.864
66.465,103.321,101.999,70.904
66.465,103.32,101.877,69.884
66.465,103.32,102.028,67.845
67.485,103.32,101.962,72.943
67.485,103.32,101.965,72.943
68.504,103.32,101.953,69.884
68.504,103.32,102.054,68.864
69.524,103.321,101.916,69.884
68.504,103.32,101.885,69.884
67.485,103.32,101.96,69.884
67.485,103.32,101.924,69.884
65.445,103.32,101.942,69.884
67.485,103.32,101.908,68.864
68.504,103.32,101.907,71.923
66.465,103.32,101.905,69.884
65.445,103.32,101.918,68.864
71.563,103.32,103.159,71.923
69.524,103.32,101.964,71.923
69.524,103.32,101.924,72.943
66.465,103.321,101.979,69.884
70.544,103.32,101.905,71.923
70.544,103.32,103.158,70.904
68.504,103.32,102.003,72.943
71.563,103.32,101.922,72.943
68.504,103.321,101.885,70.904
65.445,103.32,101.913,70.904
69.524,103.32,101.99,70.904
64.425,103.321,101.953,69.884
64.425,103.32,101.908,71.923
65.445,103.32,101.868,70.904
66.465,103.32,102.0,71.923
66.465,103.32,101.88,69.884
66.465,103.32,101.962,73.963
66.465,103.32,102.017,71.923
68.504,103.32,101.959,68.864
65.445,103.321,102.003,68.864
68.504,103.321,101.95,69.884
69.524,103.32,102.043,69.884
64.425,103.321,102.018,70.904
65.445,103.32,101.976,71.923
69.524,103.32,102.041,70.904
64.425,103.321,101.951,70.904
69.524,103.321,101.959,71.923
68.504,103.32,101.919,73.963
67.485,103.321,101.92,70.904
63.406,103.32,101.908,67.845
69.524,103.32,103.158,69.884
66.465,103.321,101.975,70.904
66.465,103.32,101.956,69.884
69.524,103.32,103.139,69.884
70.544,103.32,103.155,70.904
71.563,103.32,103.145,71.923
67.485,103.32,101.981,67.845
69.524,103.32,101.971,69.884
67.485,103.32,101.943,69.884
68.504,103.32,101.986,68.864
69.524,103.321,101.943,69.884
69.524,103.32,103.158,69.884
67.485,103.32,102.018,71.923
64.425,103.32,102.019,71.923
66.465,103.32,101.976,69.884
70.544,103.32,103.157,70.904
69.524,103.32,102.048,70.904
72.583,103.32,103.157,72.943
69.524,103.32,103.155,69.884
71.563,103.32,103.151,71.923
70.544,103.32,103.154,70.904
70.544,103.32,103.158,70.904
68.504,103.32,102.03,68.864
71.563,103.32,103.157,71.923
69.524,103.32,102.018,70.904
69.524,103.32,101.986,69.884
69.524,103.32,101.975,69.884
67.485,103.32,102.011,69.884
69.524,103.32,103.151,69.884
67.485,103.321,102.004,69.884
68.504,103.32,101.941,69.884
67.485,103.32,101.914,69.884
65.445,103.32,101.95,68.864
68.504,103.32,101.898,68.864
67.485,103.32,102.03,70.904
66.465,103.32,101.929,70.904
68.504,103.32,101.922,69.884
68.504,103.32,101.955,71.923
71.563,103.32,103.159,71.923
69.524,103.32,101.964,69.884
67.485,103.32,101.96,70.904
71.563,103.321,103.139,71.923
68.504,103.32,102.037,69.884
67.485,103.32,101.912,68.864
69.524,103.32,101.998,71.923
70.544,103.32,101.979,70.904
65.445,103.321,102.007,69.884
67.485,103.321,101.99,68.864
65.445,103.32,101.95,69.884
69.524,103.32,103.147,69.884
66.465,103.32,101.938,66.825
68.504,103.321,103.156,68.864
69.524,103.32,102.024,69.884
69.524,103.32,103.15,69.884
71.563,103.32,103.152,71.923
69.524,103.32,103.159,69.884
66.465,103.32,101.96,66.825
69.524,103.32,101.953,69.884
68.504,103.32,101.915,69.884
67.485,103.32,102.019,68.864
71.563,103.321,103.15,71.923
68.504,103.32,101.946,69.884
70.544,103.32,103.149,70.904
68.504,103.32,102.01,68.864
72.583,103.32,103.157,72.943
66.465,103.32,101.954,71.923
68.504,103.321,101.953,69.884
68.504,103.32,101.962,68.864
68.504,103.32,102.034,69.884
66.465,103.32,101.983,72.943
71.563,103.32,103.156,71.923
68.504,103.32,101.965,71.923
69.524,103.32,101.99,71.923
67.485,103.32,101.973,69.884
69.524,103.32,101.96,70.904
67.485,103.32,102.053,69.884
68.504,103.321,101.941,69.884
70.544,103.32,101.92,72.943
68.504,103.32,101.994,70.904
67.485,103.321,102.019,71.923
67.485,103.321,101.947,71.923
62.386,103.32,101.956,66.825
67.485,103.32,101.907,68.864
66.465,103.32,102.006,70.904
67.485,103.32,101.976,73.963
69.524,103.32,101.919,70.904
68.504,103.32,101.976,69.884
69.524,103.32,101.89,69.884
68.504,103.32,101.969,70.904
66.465,103.321,103.133,66.825
65.445,103.32,102.027,68.864
66.465,103.32,101.967,69.884
65.445,103.321,101.953,68.864
67.485,103.32,101.904,68.864
66.465,103.321,101.987,70.904
67.485,103.32,102.015,72.943
65.445,103.321,101.906,67.845
66.465,103.32,101.982,67.845
64.425,103.32,101.883,66.825
67.485,103.32,103.156,67.845
62.386,103.32,101.941,66.825
65.445,103.32,101.954,66.825
64.425,103.32,101.989,66.825
63.406,103.321,101.94,68.864
66.465,103.32,101.97,70.904
69.524,103.32,101.939,69.884
65.445,103.321,101.992,72.943
66.465,103.32,102.037,68.864
70.544,103.32,101.979,70.904
66.465,103.32,102.007,69.884
65.445,103.32,101.963,67.845
63.406,103.321,101.957,67.845
64.425,103.32,101.988,68.864
65.445,103.321,101.852,68.864
68.504,103.32,101.983,68.864
68.504,103.32,102.026,68.864
64.425,103.32,101.974,67.845
66.465,103.32,102.015,72.943
68.504,103.32,101.947,70.904
66.465,103.32,101.952,67.845
66.465,103.32,102.065,68.864
65.445,103.32,101.969,68.864
67.485,103.32,101.939,70.904
70.544,103.32,101.931,70.904
69.524,103.32,103.144,69.884
70.544,103.32,101.954,71.923
68.504,103.32,101.995,68.864
70.544,103.321,101.922,72.943
67.485,103.321,101.997,69.884
69.524,103.32,101.967,69.884
65.445,103.321,101.958,74.983
66.465,103.32,101.953,71.923
66.465,103.32,102.017,69.884
67.485,103.321,101.997,70.904
71.563,103.32,103.155,71.923
69.524,103.32,101.944,71.923
66.465,103.32,102.033,67.845
71.563,103.32,103.146,71.923
69.524,103.32,101.94,71.923
66.465,103.32,101.953,69.884
68.504,103.32,102.008,68.864
65.445,103.32,101.988,67.845
69.524,103.32,101.966,69.884
67.485,103.32,101.96,69.884
69.524,103.32,103.149,69.884
67.485,103.32,101.963,69.884
68.504,103.32,101.923,68.864
71.563,103.32,103.16,71.923
69.524,103.321,101.971,70.904
65.445,103.32,101.965,70.904
68.504,103.32,101.921,68.864
68.504,103.32,101.931,69.884
68.504,103.32,101.996,68.864
70.544,103.321,103.156,70.904
69.524,103.32,102.001,69.884
69.524,103.32,101.986,69.884
67.485,103.32,101.941,68.864
65.445,103.32,102.002,71.923
71.563,103.32,101.946,71.923
69.524,103.321,101.887,69.884
69.524,103.32,103.15,69.884
66.465,103.32,101.953,69.884
71.563,103.32,103.151,71.923
66.465,103.32,101.975,70.904
69.524,103.32,101.883,71.923
68.504,103.321,101.976,70.904
68.504,103.32,101.991,69.884
69.524,103.321,101.986,69.884
66.465,103.32,102.014,70.904
67.485,103.32,102.027,70.904
69.524,103.32,101.914,71.923
69.524,103.32,103.157,69.884
66.465,103.321,102.002,67.845
72.583,103.32,103.155,72.943
67.485,103.32,102.022,69.884
66.465,103.321,101.969,67.845
68.504,103.321,101.953,71.923
68.504,103.32,101.95,68.864
71.563,103.32,103.157,71.923
71.563,103.32,101.95,71.923
67.485,103.32,101.962,69.884
67.485,103.32,101.932,69.884
69.524,103.32,102.024,72.943
72.583,103.32,103.157,72.943
67.485,103.32,101.974,70.904
69.524,103.32,101.999,72.943
74.623,103.32,103.158,74.983
73.603,103.32,103.15,73.963
70.544,103.32,101.936,70.904
71.563,103.32,103.154,71.923
68.504,103.32,101.95,70.904
69.524,103.32,101.905,73.963
69.524,103.32,103.152,69.884
71.563,103.32,103.136,71.923
69.524,103.32,101.927,69.884
68.504,103.32,101.959,70.904
70.544,103.32,103.156,70.904
66.465,103.321,101.993,68.864
67.485,103.32,101.953,69.884
68.504,103.32,101.972,68.864
66.465,103.32,101.962,68.864
69.524,103.321,101.961,71.923
65.445,103.321,102.016,68.864
64.425,103.321,101.958,69.884
67.485,103.32,101.979,71.923
69.524,103.32,103.157,69.884
69.524,103.321,103.156,69.884
65.445,103.32,101.992,69.884
65.445,103.32,101.991,68.864
68.504,103.32,101.959,69.884
67.485,103.32,101.951,69.884
77.682,103.32,103.158,78.042
70.544,103.32,103.147,70.904
66.465,103.32,101.97,69.884
69.524,103.321,103.148,69.884
66.465,103.321,102.019,71.923
74.623,103.32,103.157,74.983
68.504,103.32,103.151,68.864
73.603,103.32,103.145,73.963
69.524,103.32,103.153,69.884
68.504,103.32,101.957,69.884
67.485,103.32,101.983,68.864
68.504,103.32,102.023,68.864
75.642,103.32,103.152,76.002
72.583,103.32,103.152,72.943
76.662,103.32,103.153,77.022
74.623,103.32,103.154,74.983
75.642,103.32,103.158,76.002
68.504,103.321,101.969,69.884
68.504,103.321,101.969,69.884
69.524,103.32,102.024,71.923
66.465,103.32,101.993,70.904
68.504,103.32,101.887,71.923
69.524,103.32,101.994,70.904
68.504,103.32,102.019,71.923
68.504,103.321,101.975,71.923
66.465,103.321,101.977,68.864
