Y_06,Y_08,Y_09,Y_10,Y_12,Y_13,Y_14
16.471,-26.691,-26.618,-22.551,-26.429,-26.442,-26.521
17.386,-25.763,-25.886,-21.99,-25.598,-25.618,-25.784
16.586,-26.158,-26.121,-22.44,-26.235,-26.136,-26.303
17.194,-25.463,-25.401,-21.898,-25.396,-25.565,-25.51
15.82,-27.127,-27.32,-23.123,-27.096,-27.013,-26.988
15.327,-27.508,-27.792,-23.803,-27.545,-27.45,-27.561
16.515,-26.127,-26.003,-22.27,-25.94,-26.196,-26.038
17.694,-25.905,-25.657,-21.455,-25.916,-25.872,-25.712
17.206,-25.742,-26.052,-21.919,-25.851,-26.048,-25.705
16.466,-26.308,-26.478,-22.63,-26.444,-26.389,-26.433
17.293,-26.13,-25.979,-21.596,-26.183,-25.92,-26.057
15.671,-27.068,-26.9,-23.209,-26.776,-26.899,-26.88
15.657,-26.736,-26.601,-23.013,-26.707,-26.582,-26.661
16.453,-25.612,-25.511,-22.175,-25.788,-25.801,-25.946
15.047,-27.773,-27.782,-24.064,-27.582,-27.371,-27.628
17.772,-25.423,-25.477,-21.33,-25.519,-25.385,-25.481
16.169,-26.854,-26.718,-22.687,-26.665,-26.572,-26.754
16.487,-26.565,-26.403,-22.561,-26.349,-26.453,-26.591
13.845,-28.82,-28.944,-24.947,-28.935,-28.841,-29.026
16.69,-26.202,-26.245,-22.248,-26.365,-26.288,-26.241
17.448,-25.5,-25.488,-21.55,-25.318,-25.358,-25.451
15.38,-27.253,-27.243,-23.631,-27.41,-27.416,-27.391
15.856,-27.109,-27.033,-23.066,-27.025,-26.954,-27.205
15.739,-26.895,-26.814,-23.557,-26.917,-26.866,-26.871
16.608,-26.488,-26.5,-22.533,-26.524,-26.456,-26.427
15.065,-27.456,-27.438,-23.729,-27.515,-27.574,-27.347
15.71,-27.374,-27.37,-23.481,-27.157,-27.157,-27.18
17.208,-26.022,-26.088,-21.96,-26.033,-26.3,-26.149
15.929,-26.991,-27.157,-22.728,-27.159,-27.163,-27.023
16.85,-26.016,-26.16,-22.19,-26.166,-25.872,-26.026
16.482,-26.146,-26.236,-22.383,-26.352,-26.27,-26.219
16.116,-26.717,-26.737,-22.734,-26.634,-26.551,-26.651
14.77,-27.297,-27.673,-24.351,-27.395,-27.509,-27.342
16.546,-26.111,-26.285,-22.655,-26.298,-26.18,-25.829
16.191,-25.928,-26.034,-22.514,-26.086,-26.103,-26.08
16.731,-25.96,-26.205,-22.486,-26.017,-26.097,-26.163
16.73,-26.482,-26.283,-22.253,-26.613,-26.68,-26.433
17.564,-25.88,-25.881,-21.31,-25.749,-25.857,-25.742
15.871,-26.857,-27.003,-22.938,-26.798,-26.583,-26.635
16.566,-26.692,-26.661,-22.703,-26.454,-26.559,-26.497
17.43,-26.048,-25.996,-22.085,-25.896,-26.077,-25.964
16.127,-26.557,-26.681,-22.717,-26.672,-26.537,-26.349
17.296,-25.846,-25.885,-21.357,-25.747,-25.917,-25.773
16.237,-26.625,-26.876,-22.89,-26.475,-26.584,-26.45
17.945,-25.385,-25.679,-21.213,-25.365,-25.449,-25.315
17.096,-25.91,-25.653,-22.173,-25.657,-25.533,-25.715
15.131,-27.791,-27.725,-23.943,-27.659,-27.619,-27.822
16.06,-26.619,-27.016,-22.747,-26.688,-26.536,-26.743
16.588,-26.421,-26.326,-22.359,-26.08,-26.224,-26.197
15.039,-27.311,-27.655,-23.614,-27.321,-27.176,-27.225
15.319,-27.294,-27.063,-23.453,-27.28,-27.319,-27.188
17.553,-25.849,-25.999,-21.557,-25.768,-25.779,-25.836
16.269,-26.774,-26.7,-22.603,-26.629,-26.771,-26.728
16.219,-26.379,-26.491,-22.548,-26.435,-26.505,-26.566
16.402,-26.694,-26.758,-22.64,-26.643,-26.888,-26.457
14.922,-27.775,-27.882,-24.191,-27.819,-27.63,-27.703
15.686,-26.55,-26.734,-23.4,-26.486,-26.748,-26.764
16.862,-26.037,-26.17,-22.089,-26.104,-25.905,-25.949
16.101,-27.318,-27.133,-22.965,-27.252,-27.208,-27.276
15.571,-26.95,-26.876,-23.067,-26.905,-26.894,-26.787
15.223,-27.466,-27.592,-23.66,-27.262,-27.3,-27.693
17.195,-25.644,-25.556,-21.635,-25.499,-25.607,-25.693
16.394,-26.231,-26.293,-22.754,-26.457,-26.435,-26.241
16.98,-25.841,-25.849,-22.082,-26.114,-26.021,-25.933
15.839,-26.932,-26.854,-23.122,-26.961,-26.771,-27.21
16.647,-26.189,-26.319,-22.179,-26.021,-25.999,-26.095
17.217,-25.82,-25.838,-21.514,-25.763,-25.78,-25.723
15.935,-26.444,-26.719,-22.449,-26.446,-26.506,-26.746
16.179,-26.398,-26.62,-22.643,-26.667,-26.587,-26.384
15.617,-26.907,-26.961,-23.698,-27.047,-27.019,-26.909
15.372,-27.004,-27.093,-23.444,-27.119,-27.033,-27.017
17.183,-25.208,-25.228,-21.537,-25.45,-25.182,-25.2
17.647,-25.436,-25.399,-21.213,-25.66,-25.368,-25.336
16.477,-26.572,-26.513,-22.392,-26.677,-26.431,-26.613
16.606,-26.375,-26.165,-22.38,-26.283,-26.189,-25.926
15.661,-27.569,-27.395,-23.45,-27.624,-27.459,-27.433
16.197,-26.369,-26.243,-22.718,-26.196,-26.182,-26.233
16.877,-26.35,-26.516,-22.263,-26.47,-26.509,-26.356
14.332,-27.988,-27.795,-24.853,-27.868,-27.768,-28.09
16.101,-26.968,-27.278,-22.906,-27.029,-27.059,-27.298
16.933,-25.907,-26.094,-21.655,-25.906,-25.801,-26.085
16.845,-26.211,-26.45,-21.882,-26.308,-26.405,-26.418
17.374,-25.247,-25.344,-21.259,-25.346,-25.031,-25.174
17.025,-25.709,-25.715,-21.867,-25.718,-25.671,-25.612
16.78,-26.109,-26.192,-22.329,-26.18,-25.86,-26.011
17.359,-25.788,-25.767,-21.537,-25.8,-25.58,-25.776
15.873,-26.766,-26.816,-23.193,-26.719,-26.794,-26.651
16.218,-25.809,-26.06,-22.242,-26.004,-25.863,-25.847
16.007,-26.623,-26.86,-22.535,-26.664,-26.869,-26.568
16.759,-26.298,-26.344,-21.956,-26.24,-26.451,-26.35
17.34,-25.913,-26.132,-21.519,-25.792,-25.973,-25.629
17.509,-24.632,-24.824,-21.117,-24.596,-24.685,-24.993
16.749,-26.134,-25.998,-22.174,-25.912,-25.917,-25.951
16.649,-25.208,-25.174,-21.872,-25.045,-25.053,-25.0
17.902,-25.081,-25.205,-20.995,-24.886,-24.868,-25.312
16.958,-26.129,-26.142,-22.035,-26.098,-26.103,-26.032
16.624,-25.88,-25.877,-22.266,-25.784,-25.968,-25.857
16.802,-25.585,-25.319,-22.087,-25.492,-25.256,-25.458
16.29,-26.32,-26.534,-22.381,-26.19,-26.168,-26.268
17.204,-25.963,-26.061,-21.382,-26.03,-25.91,-25.99
16.531,-26.58,-26.418,-22.636,-26.61,-26.437,-26.105
16.472,-26.286,-26.348,-22.36,-26.489,-26.362,-26.426
15.334,-27.348,-27.366,-23.997,-27.563,-27.487,-27.168
17.31,-25.553,-25.737,-21.93,-25.564,-25.318,-25.722
14.571,-28.295,-28.306,-24.718,-28.102,-28.213,-27.932
14.806,-27.922,-27.972,-24.392,-27.819,-27.846,-27.84
17.02,-26.04,-26.056,-22.348,-25.811,-25.641,-25.852
16.235,-26.867,-26.537,-22.867,-26.539,-26.641,-26.496
16.251,-26.228,-26.576,-22.655,-26.28,-26.433,-26.467
16.279,-25.922,-25.87,-22.065,-25.913,-25.657,-25.92
17.325,-25.896,-25.977,-21.552,-25.761,-25.891,-25.737
17.718,-24.903,-24.947,-20.983,-24.645,-24.735,-24.573
16.125,-26.639,-26.363,-22.623,-26.421,-26.291,-26.196
15.098,-27.826,-27.6,-23.869,-27.509,-27.351,-27.508
16.048,-27.003,-26.988,-22.742,-26.794,-26.92,-26.573
15.506,-27.293,-27.493,-23.454,-27.261,-27.325,-27.426
16.862,-25.399,-25.544,-21.75,-25.496,-25.473,-25.306
17.037,-25.825,-25.989,-21.256,-25.837,-25.65,-25.742
16.874,-25.67,-25.604,-21.725,-25.781,-25.556,-25.719
16.545,-26.065,-26.116,-21.893,-26.132,-26.055,-26.172
16.762,-26.091,-26.336,-21.73,-26.191,-26.319,-26.293
17.42,-25.975,-26.174,-21.488,-25.952,-25.855,-25.947
16.578,-26.02,-26.335,-22.196,-26.031,-26.211,-26.121
16.278,-26.369,-26.532,-22.764,-26.446,-26.649,-26.333
17.391,-24.962,-25.37,-21.337,-25.308,-25.489,-25.187
15.203,-27.041,-27.099,-23.526,-27.18,-27.078,-27.309
14.146,-27.898,-27.996,-24.59,-27.841,-27.776,-27.967
15.485,-27.31,-27.179,-23.516,-27.163,-27.208,-27.073
17.317,-26.203,-26.339,-21.802,-26.265,-26.216,-26.19
15.556,-26.803,-27.273,-23.631,-27.034,-26.838,-27.053
15.687,-27.555,-27.523,-23.405,-27.365,-27.59,-27.189
15.749,-26.848,-26.665,-23.053,-26.876,-26.727,-26.85
16.381,-26.616,-26.732,-22.639,-26.454,-26.362,-26.561
14.738,-27.709,-27.796,-23.85,-27.646,-27.542,-27.794
15.201,-27.322,-27.027,-23.607,-26.959,-26.908,-27.047
16.878,-26.067,-25.992,-21.927,-26.247,-26.201,-25.937
16.489,-26.227,-26.094,-22.366,-26.149,-25.943,-26.108
15.28,-27.316,-26.881,-23.122,-26.808,-26.818,-26.947
16.521,-26.481,-26.606,-22.371,-26.28,-26.329,-26.428
16.42,-26.656,-26.718,-22.378,-26.455,-26.587,-26.499
15.726,-26.966,-26.707,-22.674,-26.642,-26.814,-26.636
14.423,-28.067,-28.052,-24.161,-27.943,-27.854,-27.955
14.819,-27.464,-27.622,-23.936,-27.445,-27.36,-27.557
16.382,-26.722,-26.859,-22.479,-26.735,-26.628,-26.666
15.422,-27.466,-27.319,-23.457,-27.221,-27.457,-27.117
16.046,-26.736,-26.703,-22.911,-26.842,-26.776,-27.136
16.074,-26.659,-26.698,-22.541,-26.335,-26.411,-26.496
16.725,-26.318,-25.992,-21.952,-26.045,-26.15,-26.022
16.931,-25.787,-25.949,-21.773,-25.787,-25.97,-25.879
17.843,-25.944,-25.985,-20.914,-25.785,-25.796,-25.968
16.057,-26.848,-26.4,-22.849,-26.577,-26.558,-26.751
15.862,-26.532,-26.567,-22.862,-26.381,-26.525,-26.717
15.259,-27.125,-27.027,-23.243,-26.955,-27.019,-27.05
15.044,-27.445,-27.743,-23.672,-27.74,-27.741,-27.515
14.889,-27.258,-27.453,-23.604,-27.157,-27.182,-27.55
15.681,-27.331,-27.311,-23.283,-27.373,-27.105,-27.098
15.81,-27.475,-27.395,-23.026,-27.416,-27.532,-27.203
15.885,-26.78,-27.101,-22.862,-26.763,-26.814,-26.911
16.564,-26.815,-26.208,-22.328,-26.371,-26.299,-26.458
16.608,-25.817,-25.903,-22.063,-25.776,-25.578,-25.597
17.358,-25.754,-25.993,-21.656,-25.861,-25.902,-25.972
17.701,-25.329,-25.619,-21.286,-25.55,-25.375,-25.349
17.081,-26.107,-26.126,-21.447,-25.915,-25.931,-26.047
16.265,-26.589,-26.534,-22.721,-26.596,-26.479,-26.322
16.406,-26.165,-26.288,-22.457,-26.244,-26.212,-26.297
17.001,-25.795,-26.112,-22.084,-26.172,-25.962,-25.685
17.357,-25.322,-25.483,-21.316,-25.412,-25.352,-25.139
16.94,-25.989,-25.782,-21.867,-25.918,-26.037,-25.841
17.85,-24.979,-24.883,-21.003,-24.949,-24.981,-24.841
17.175,-26.248,-26.35,-21.921,-26.27,-26.373,-26.44
16.418,-26.74,-26.723,-22.609,-26.499,-26.701,-26.5
17.111,-25.858,-25.781,-21.603,-25.803,-25.909,-25.725
17.558,-26.062,-26.214,-21.762,-26.052,-25.95,-26.032
17.211,-25.895,-25.804,-21.938,-25.819,-25.724,-25.72
15.052,-27.064,-27.056,-23.509,-26.963,-26.91,-27.13
15.924,-25.853,-25.808,-22.734,-25.882,-25.945,-26.029
17.212,-25.511,-25.688,-21.917,-25.334,-25.472,-25.569
17.411,-25.764,-25.767,-21.553,-25.789,-25.498,-25.83
16.798,-25.984,-26.003,-22.26,-25.74,-25.87,-25.976
17.461,-25.299,-25.434,-20.864,-25.073,-25.128,-25.279
16.669,-25.602,-25.702,-22.002,-25.706,-25.653,-25.674
17.764,-25.317,-25.098,-21.388,-25.379,-25.268,-25.288
16.713,-26.458,-26.333,-22.09,-26.228,-26.206,-26.329
16.793,-26.234,-26.219,-22.23,-26.276,-26.177,-26.309
16.866,-26.252,-26.268,-21.632,-25.909,-25.969,-26.201
16.558,-26.227,-26.222,-22.026,-26.139,-26.067,-26.163
17.177,-25.212,-25.207,-21.478,-25.127,-25.021,-25.377
17.013,-26.432,-26.391,-21.854,-26.582,-26.49,-26.206
17.59,-25.445,-25.446,-20.95,-25.38,-25.239,-25.503
17.516,-25.44,-25.283,-21.064,-25.419,-25.317,-25.351
16.814,-26.396,-26.557,-22.048,-26.415,-26.234,-26.345
17.257,-25.915,-25.919,-21.442,-25.639,-25.834,-25.789
17.619,-25.571,-25.861,-21.526,-25.895,-25.731,-25.689
17.483,-25.92,-26.106,-21.512,-26.011,-25.999,-26.079
17.91,-25.641,-25.494,-21.356,-25.564,-25.623,-25.333
16.847,-25.74,-25.785,-21.608,-25.876,-25.888,-25.883
15.964,-25.948,-26.119,-22.526,-25.857,-26.129,-25.918
17.029,-25.987,-26.013,-22.086,-25.912,-25.88,-25.829
15.219,-27.076,-27.229,-23.341,-26.96,-26.971,-26.931
17.39,-25.541,-25.84,-21.225,-25.359,-25.583,-25.535
16.127,-26.549,-26.637,-22.226,-26.749,-26.607,-26.46
17.156,-25.501,-25.604,-21.315,-25.372,-25.607,-25.621
17.021,-26.09,-25.958,-21.904,-25.809,-25.769,-26.014
16.121,-26.997,-27.227,-22.575,-26.74,-26.955,-26.975
16.248,-26.571,-26.863,-22.386,-26.807,-26.85,-26.784
17.057,-26.213,-26.203,-21.859,-26.239,-26.211,-26.275
15.623,-26.995,-27.21,-23.199,-27.249,-27.133,-26.91
16.604,-26.688,-26.963,-22.679,-26.592,-26.613,-26.769
15.942,-26.617,-26.586,-22.583,-26.487,-26.305,-26.288
17.091,-26.306,-26.043,-21.793,-26.238,-26.36,-26.144
17.089,-25.799,-25.966,-21.762,-25.683,-25.54,-25.775
16.071,-26.448,-26.367,-22.545,-26.252,-25.946,-26.13
17.305,-25.854,-26.129,-21.83,-25.919,-25.765,-25.885
15.844,-27.288,-27.393,-23.241,-27.167,-27.196,-26.896
15.447,-27.274,-27.501,-23.396,-27.432,-27.228,-27.397
16.947,-25.5,-25.445,-21.82,-25.29,-25.286,-25.191
16.692,-25.886,-25.937,-22.011,-25.925,-25.992,-26.003
16.587,-26.22,-26.061,-22.663,-26.185,-26.209,-26.256
16.306,-26.339,-26.449,-22.218,-26.555,-26.724,-26.556
16.326,-26.673,-26.611,-22.414,-26.746,-26.638,-26.749
16.911,-26.368,-26.479,-21.948,-26.442,-26.449,-26.342
14.739,-27.929,-28.054,-24.098,-28.184,-27.977,-28.049
15.963,-26.746,-26.845,-22.708,-26.827,-26.916,-26.921
14.503,-28.253,-28.513,-24.634,-28.171,-28.141,-28.11
16.763,-25.469,-25.43,-21.838,-25.534,-25.384,-25.521
16.591,-26.185,-26.169,-22.299,-26.102,-26.126,-26.141
17.038,-25.899,-25.723,-21.665,-25.493,-25.656,-25.781
17.819,-25.515,-25.848,-21.092,-25.656,-25.676,-25.584
16.968,-25.688,-25.674,-21.746,-25.957,-25.784,-25.709
16.984,-25.557,-25.531,-21.484,-25.485,-25.458,-25.73
17.318,-25.491,-25.763,-21.768,-25.72,-25.798,-25.685
17.504,-25.823,-25.886,-21.301,-25.813,-25.839,-25.696
16.337,-25.861,-26.055,-22.103,-25.976,-26.069,-25.826
17.836,-25.577,-25.139,-21.079,-25.415,-25.289,-25.307
16.628,-25.881,-26.246,-21.984,-26.271,-26.09,-26.225
14.449,-27.821,-27.757,-23.825,-27.695,-27.71,-27.682
17.832,-25.26,-25.592,-20.382,-25.147,-25.122,-25.221
16.054,-26.674,-26.658,-22.637,-26.522,-26.492,-26.491
14.907,-27.572,-27.586,-23.733,-27.466,-27.414,-27.511
14.938,-27.16,-27.016,-23.174,-26.857,-26.741,-26.779
16.062,-25.767,-25.684,-22.23,-25.793,-25.526,-25.536
14.246,-27.914,-27.845,-24.27,-27.691,-27.581,-27.444
16.271,-26.404,-26.595,-22.203,-26.435,-26.432,-26.238
16.44,-26.365,-26.417,-22.84,-26.188,-26.334,-26.172
15.766,-27.415,-27.382,-22.91,-27.218,-27.314,-27.143
16.409,-25.752,-25.911,-22.045,-25.787,-25.837,-25.709
16.503,-26.259,-26.312,-22.287,-26.277,-26.203,-26.266
16.166,-27.019,-26.995,-22.997,-27.037,-27.084,-26.988
16.458,-26.36,-26.247,-22.376,-26.313,-26.363,-26.179
16.63,-26.145,-26.22,-22.08,-25.971,-26.068,-26.072
17.481,-26.297,-26.41,-21.924,-26.226,-26.04,-26.086
16.497,-26.159,-26.376,-22.376,-26.208,-26.402,-26.426
16.603,-25.805,-25.874,-22.363,-25.859,-25.783,-25.898
17.259,-26.24,-26.078,-21.534,-26.088,-26.167,-25.948
16.3,-26.181,-26.123,-22.179,-26.159,-26.015,-26.216
17.003,-25.636,-25.715,-21.851,-25.629,-25.875,-25.807
17.14,-25.432,-25.691,-21.643,-25.621,-25.801,-25.571
17.548,-25.399,-25.48,-21.038,-25.238,-25.266,-25.309
16.565,-25.82,-26.021,-22.198,-25.71,-25.916,-25.901
17.292,-26.252,-25.999,-21.742,-26.008,-26.069,-25.927
16.477,-26.47,-26.359,-21.733,-26.397,-26.336,-26.575
15.891,-26.621,-26.621,-22.716,-26.582,-26.711,-26.57
16.604,-26.131,-26.1,-21.868,-25.896,-25.833,-26.073
17.302,-25.818,-25.878,-21.455,-25.84,-25.916,-25.784
16.364,-26.159,-25.667,-22.515,-25.793,-25.594,-25.596
16.463,-26.277,-25.928,-22.128,-26.066,-26.1,-26.069
17.225,-25.642,-25.63,-21.912,-25.632,-25.883,-25.511
15.648,-26.697,-26.637,-23.057,-26.65,-26.64,-26.655
16.398,-26.275,-26.403,-22.291,-26.316,-26.179,-26.268
16.778,-25.726,-25.424,-21.897,-25.297,-25.536,-25.777
15.844,-26.52,-26.745,-22.877,-26.604,-26.409,-26.813
15.689,-26.409,-26.497,-22.884,-26.751,-26.474,-26.561
17.611,-25.399,-25.723,-21.348,-25.572,-25.297,-25.51
17.054,-25.872,-25.997,-21.768,-25.92,-25.9,-25.973
17.027,-25.712,-25.662,-21.603,-25.65,-25.756,-25.473
16.259,-26.253,-26.224,-22.479,-26.126,-26.063,-26.1
15.887,-26.61,-26.639,-22.714,-26.84,-26.647,-26.535
17.224,-25.547,-25.407,-21.882,-25.608,-25.415,-25.928
16.361,-26.967,-26.899,-22.839,-26.909,-27.033,-26.887
16.197,-26.679,-26.8,-22.728,-26.743,-26.625,-26.719
15.858,-26.312,-26.328,-22.547,-26.048,-25.967,-26.311
15.243,-27.393,-27.074,-23.266,-26.957,-26.978,-27.362
16.915,-26.387,-26.466,-22.01,-26.407,-26.359,-26.37
17.121,-25.9,-26.065,-21.801,-25.955,-26.073,-25.954
16.481,-25.984,-26.07,-21.911,-25.886,-25.903,-25.846
16.779,-25.897,-25.97,-22.35,-26.077,-26.082,-26.067
16.3,-26.467,-26.626,-22.672,-26.933,-26.849,-26.318
18.189,-25.3,-25.42,-20.588,-25.411,-25.307,-25.276
17.175,-25.687,-25.849,-21.479,-25.766,-25.877,-25.628
16.847,-25.956,-25.971,-22.227,-25.91,-26.002,-26.227
15.605,-26.924,-26.777,-23.17,-26.993,-26.852,-26.881
14.79,-27.757,-27.617,-24.326,-27.315,-27.369,-27.4
16.224,-26.319,-26.115,-22.233,-25.968,-26.076,-25.841
15.405,-27.027,-27.264,-23.454,-27.052,-27.028,-27.108
16.632,-26.52,-26.799,-22.221,-26.358,-26.4,-26.702
15.334,-27.262,-27.146,-23.429,-27.242,-27.325,-27.215
15.598,-26.985,-27.355,-23.125,-27.108,-26.933,-27.176
16.618,-25.793,-25.958,-22.298,-25.992,-25.885,-25.913
17.09,-26.008,-25.963,-22.098,-26.213,-25.949,-26.082
16.372,-26.324,-26.625,-22.492,-26.201,-26.533,-26.364
16.977,-25.588,-25.677,-21.776,-25.842,-25.579,-25.724
16.072,-25.788,-25.684,-22.089,-25.78,-25.919,-25.956
16.765,-26.396,-26.54,-21.902,-25.97,-26.144,-26.179
15.456,-27.347,-27.444,-23.461,-27.511,-27.62,-27.624
17.183,-26.212,-26.055,-21.581,-26.102,-26.0,-26.096
16.995,-25.84,-26.235,-21.457,-25.757,-25.749,-25.683
16.858,-25.884,-26.177,-22.038,-25.693,-25.674,-25.769
14.942,-27.52,-27.518,-23.714,-27.575,-27.266,-27.53
16.58,-26.203,-26.227,-22.117,-26.451,-26.215,-26.206
15.556,-26.877,-26.845,-23.07,-26.695,-26.721,-26.703
15.186,-27.169,-27.337,-23.706,-27.002,-26.984,-27.155
16.114,-25.966,-25.88,-22.321,-25.955,-25.873,-25.992
16.527,-26.494,-26.755,-21.987,-26.59,-26.633,-26.34
15.247,-27.256,-27.045,-23.185,-26.998,-26.801,-26.897
16.558,-26.244,-26.595,-21.968,-26.259,-26.218,-26.191
14.066,-28.593,-28.705,-25.183,-28.416,-28.39,-28.727
15.716,-27.029,-26.746,-22.901,-26.814,-26.866,-26.906
15.569,-27.151,-26.928,-22.998,-26.786,-26.871,-27.226
15.832,-26.554,-26.823,-22.527,-26.676,-26.788,-26.424
16.56,-26.115,-26.252,-22.254,-25.98,-26.203,-26.145
16.964,-25.743,-25.936,-21.969,-26.051,-25.925,-26.044
15.452,-27.121,-27.494,-23.049,-27.176,-27.131,-27.206
15.999,-26.781,-26.798,-22.584,-26.927,-26.708,-27.068
16.33,-26.286,-26.144,-22.265,-26.12,-26.084,-25.94
16.562,-26.527,-26.504,-22.197,-26.649,-26.344,-26.488
17.066,-25.859,-26.047,-21.74,-25.915,-25.83,-25.811
16.953,-25.767,-25.962,-21.726,-25.793,-25.793,-25.791
16.734,-26.263,-26.366,-22.264,-26.318,-26.282,-26.415
15.879,-27.066,-27.013,-23.158,-27.029,-26.885,-26.587
16.779,-26.011,-25.833,-21.849,-25.838,-25.808,-25.937
16.743,-26.76,-26.44,-22.419,-26.601,-26.534,-26.703
15.405,-27.421,-27.183,-23.316,-27.338,-27.536,-27.291
16.661,-26.005,-26.26,-22.125,-25.992,-26.066,-26.24
16.822,-26.134,-26.001,-21.615,-25.882,-25.818,-25.947
16.893,-25.686,-25.929,-21.655,-25.755,-25.841,-25.908
16.138,-26.547,-26.381,-22.17,-26.367,-26.56,-26.218
16.586,-25.201,-25.088,-22.074,-25.153,-25.266,-25.09
16.472,-26.44,-26.667,-22.275,-26.538,-26.457,-26.565
16.573,-26.38,-26.727,-22.316,-26.646,-26.697,-26.526
16.373,-25.608,-25.54,-22.191,-25.421,-25.559,-25.392
15.959,-26.767,-26.45,-22.909,-26.456,-26.656,-26.283
16.879,-25.769,-25.813,-21.69,-25.711,-25.721,-25.639
17.724,-24.91,-25.057,-21.72,-24.914,-24.944,-25.134
16.585,-26.3,-26.124,-22.09,-25.973,-26.107,-26.039
15.846,-26.929,-26.742,-22.633,-26.755,-26.893,-27.062
16.441,-26.543,-26.474,-22.818,-26.422,-26.304,-26.318
17.072,-26.008,-26.0,-21.564,-25.87,-25.921,-26.065
16.174,-26.318,-26.357,-22.814,-26.575,-26.352,-26.665
16.488,-26.184,-26.134,-22.352,-26.037,-26.002,-26.152
15.513,-26.974,-26.945,-23.488,-26.747,-27.005,-26.808
16.18,-26.188,-26.009,-22.203,-26.077,-26.19,-26.155
16.504,-25.415,-25.362,-21.743,-25.352,-25.273,-25.403
16.967,-25.829,-25.808,-21.977,-25.587,-25.642,-25.739
17.444,-25.134,-25.152,-21.145,-25.032,-25.312,-24.949
15.647,-27.291,-27.314,-23.196,-27.221,-27.24,-27.135
16.522,-25.918,-26.043,-21.956,-25.907,-25.979,-26.001
15.749,-26.66,-26.608,-22.948,-26.792,-26.561,-26.454
16.149,-26.448,-26.367,-22.475,-26.311,-26.227,-26.255
16.065,-26.525,-27.058,-22.517,-26.651,-26.543,-26.697
16.197,-26.089,-26.208,-22.834,-25.994,-26.089,-25.839
17.372,-25.282,-25.308,-21.523,-25.545,-25.36,-25.284
16.386,-26.408,-26.695,-22.538,-26.292,-26.107,-26.15
16.594,-25.974,-26.193,-22.164,-25.929,-25.895,-26.256
17.097,-26.075,-26.168,-21.833,-26.17,-26.046,-26.209
17.104,-26.124,-26.19,-21.674,-26.016,-26.021,-25.929
16.198,-26.742,-26.747,-22.356,-26.404,-26.486,-26.69
17.18,-26.047,-26.126,-21.415,-26.235,-26.154,-26.142
16.877,-26.209,-26.348,-21.999,-26.266,-25.961,-26.028
15.811,-26.772,-26.753,-22.984,-26.621,-26.807,-26.45
13.736,-28.894,-28.621,-25.132,-28.558,-28.445,-28.608
16.981,-25.824,-25.766,-22.022,-25.933,-25.912,-25.696
16.579,-25.97,-25.695,-22.219,-25.952,-26.037,-25.861
17.65,-25.767,-25.625,-20.874,-25.655,-25.707,-25.755
16.158,-26.267,-26.348,-22.374,-26.182,-26.013,-26.198
17.013,-25.763,-26.019,-21.468,-25.83,-25.876,-25.656
16.993,-25.89,-25.888,-21.513,-25.997,-25.971,-25.91
15.717,-26.829,-26.706,-22.647,-27.006,-26.979,-27.082
17.211,-25.336,-25.266,-21.177,-25.197,-25.353,-25.31
16.311,-26.002,-25.803,-22.021,-25.643,-25.497,-25.774
16.727,-26.092,-26.296,-22.054,-26.206,-26.028,-26.229
17.054,-25.772,-25.71,-21.8,-25.608,-25.563,-25.595
16.554,-25.847,-25.936,-22.341,-25.714,-25.763,-25.742
17.519,-25.42,-25.59,-21.711,-25.766,-25.58,-25.557
17.031,-26.112,-26.053,-21.889,-25.845,-25.813,-25.821
17.004,-26.138,-26.114,-22.034,-26.112,-26.298,-26.193
16.108,-27.094,-27.025,-22.863,-27.053,-27.24,-27.2
14.689,-27.105,-27.368,-23.658,-27.195,-27.065,-27.111
16.381,-26.37,-26.62,-22.287,-26.094,-26.273,-26.731
17.566,-25.239,-25.266,-20.885,-25.02,-25.169,-24.897
16.422,-26.267,-26.292,-22.246,-26.034,-26.106,-26.353
15.426,-27.503,-27.271,-23.277,-27.281,-27.264,-27.093
16.005,-26.953,-27.071,-23.232,-26.941,-26.887,-27.091
16.825,-25.697,-26.036,-21.549,-25.754,-25.778,-25.765
16.94,-25.805,-26.261,-22.129,-25.962,-25.956,-26.046
16.665,-26.223,-26.158,-21.883,-26.176,-26.304,-26.237
17.106,-25.695,-25.333,-21.543,-25.761,-25.586,-25.806
17.235,-26.225,-26.198,-22.011,-26.217,-26.221,-26.285
16.531,-26.16,-25.902,-21.979,-26.045,-25.911,-26.077
14.908,-27.52,-27.372,-23.274,-27.523,-27.537,-27.224
16.74,-25.926,-26.187,-22.085,-25.877,-25.621,-26.025
15.542,-27.059,-27.409,-22.741,-27.212,-27.388,-26.954
16.343,-26.514,-26.822,-22.119,-26.401,-26.454,-26.401
16.439,-25.877,-26.002,-22.172,-25.752,-26.032,-25.753
16.723,-26.233,-26.122,-21.763,-26.208,-26.158,-26.121
16.551,-26.63,-26.507,-22.52,-26.353,-26.29,-26.471
16.524,-25.42,-25.598,-21.616,-25.437,-25.547,-25.388
16.691,-26.175,-25.826,-22.063,-25.933,-25.866,-25.831
15.345,-27.325,-27.031,-23.375,-27.002,-26.903,-27.064
16.683,-26.256,-26.284,-21.992,-26.158,-26.102,-26.193
15.484,-27.233,-27.232,-22.961,-27.253,-27.536,-27.22
