Y_01,Y_05,Y_07,Y_11
1.475,30.868,3.529,24.439
1.719,31.372,3.062,24.577
1.074,34.324,3.305,24.067
1.244,30.106,3.377,24.481
0.389,31.042,3.628,24.249
1.553,34.513,3.061,25.677
1.171,29.655,3.303,25.176
1.491,33.138,2.734,25.826
1.008,31.734,3.504,24.3
1.193,31.865,2.773,25.508
1.214,31.472,3.242,24.444
1.304,32.399,2.926,25.366
1.473,25.863,3.566,23.774
0.942,27.588,2.915,24.943
1.5,33.476,2.562,25.312
1.555,28.943,3.578,24.49
1.15,34.912,3.292,25.704
1.491,31.934,2.817,25.072
1.244,33.313,3.572,24.593
1.273,34.452,3.273,25.584
1.18,34.476,3.261,25.247
1.116,28.72,3.29,24.397
0.967,25.121,3.436,23.701
1.27,34.487,2.935,25.241
1.65,31.275,3.94,24.806
1.384,31.929,2.739,24.407
1.589,32.889,2.974,24.777
1.105,29.585,3.417,24.579
1.217,32.058,2.968,25.413
0.404,29.716,3.335,24.807
1.842,28.423,3.666,22.611
1.128,31.978,3.633,24.548
1.426,31.573,2.977,24.968
1.644,32.337,3.327,25.243
1.441,33.022,2.743,24.318
0.886,31.483,3.369,24.85
1.591,26.02,2.945,23.762
1.429,31.584,2.962,25.03
1.467,29.757,3.707,23.855
0.828,33.271,2.98,24.115
1.17,28.496,2.868,24.269
1.265,31.659,3.177,23.939
1.206,34.626,3.226,24.437
1.164,28.105,3.389,24.106
1.342,32.703,2.452,23.979
1.14,33.155,3.314,24.349
1.473,31.164,3.181,23.91
1.513,29.68,3.258,23.935
1.542,28.607,3.739,22.385
1.417,33.522,3.321,24.904
1.462,31.842,2.911,24.601
0.58,24.346,3.805,22.334
1.107,32.047,2.964,24.604
1.206,28.404,3.702,23.547
1.212,30.144,3.119,24.261
1.469,29.072,3.675,23.784
1.051,29.757,3.097,24.411
1.589,32.477,2.627,24.47
0.995,31.353,3.488,24.546
2.306,30.36,3.052,25.076
1.115,33.402,3.014,24.807
1.595,30.103,2.995,24.471
0.991,31.453,3.383,24.832
1.422,34.446,2.659,25.366
1.441,34.593,2.637,25.608
1.212,32.129,3.315,24.632
1.476,32.275,2.32,23.987
1.287,30.4,3.407,23.715
0.858,26.752,2.843,23.308
1.832,29.329,3.193,24.414
1.074,31.24,2.826,24.73
1.76,30.173,3.592,22.825
1.187,29.297,2.904,23.939
1.478,31.5,3.21,24.989
1.699,30.55,2.782,25.309
0.688,24.905,3.631,22.091
1.545,29.528,3.867,24.234
1.387,33.828,2.849,25.45
1.419,33.917,2.782,25.016
1.698,26.727,3.251,23.968
1.601,29.839,2.81,24.885
0.881,26.186,3.349,23.988
1.809,28.894,2.416,24.586
1.635,33.317,2.874,24.505
1.257,28.9,3.21,24.873
1.537,32.669,2.433,25.237
1.233,33.295,3.098,24.366
1.568,33.197,2.508,25.081
0.912,32.782,2.619,24.511
1.159,30.997,3.33,23.852
1.145,32.11,3.309,23.906
1.394,33.368,3.105,24.967
0.647,32.853,3.236,24.812
1.155,32.077,2.665,24.229
1.152,28.789,3.559,23.501
1.359,29.846,3.183,24.436
1.103,30.994,3.024,24.276
0.953,32.57,2.778,24.059
0.953,27.671,3.406,24.098
1.905,32.015,3.26,23.306
1.627,34.072,3.345,24.686
2.16,33.61,4.42,22.763
1.254,29.554,2.96,23.684
1.208,33.069,2.969,24.183
1.262,32.712,2.895,24.733
1.576,34.809,3.178,25.025
0.67,26.51,3.083,23.213
1.008,27.879,2.85,24.574
1.512,32.329,2.726,24.784
1.36,32.676,3.238,24.493
1.44,28.178,3.64,22.195
1.429,29.392,3.245,23.602
1.016,31.365,3.364,24.583
1.381,30.704,3.613,23.645
0.729,27.294,3.342,23.542
0.975,33.328,3.405,23.234
1.191,31.537,3.297,24.182
1.561,34.4,3.021,25.331
1.338,34.298,3.374,24.732
1.355,30.177,3.687,22.219
1.036,33.023,3.151,24.796
1.242,32.129,3.033,24.652
1.372,33.676,3.064,24.688
1.223,30.081,3.084,24.101
1.453,31.801,2.839,24.6
1.096,32.322,2.912,24.828
1.381,28.996,3.288,24.241
0.888,30.685,3.195,24.002
1.587,34.737,3.116,25.037
1.496,29.443,3.047,24.256
0.947,32.468,2.878,24.361
1.278,31.364,3.507,23.805
1.326,31.265,3.664,25.073
1.256,31.586,3.065,24.822
1.204,33.939,3.023,24.684
0.972,33.426,3.014,24.889
1.933,34.221,3.331,24.906
1.969,31.985,3.091,24.358
1.574,34.191,2.659,25.474
1.136,30.831,3.172,24.38
1.671,26.777,3.206,23.65
1.621,34.245,2.554,25.066
1.476,33.333,2.496,24.898
1.202,30.712,3.667,24.179
1.093,26.714,3.509,22.456
0.941,34.769,2.703,25.036
1.252,33.286,2.782,25.045
1.823,33.705,2.625,24.962
1.57,33.923,2.801,24.958
1.311,31.952,3.091,24.279
1.275,29.016,3.958,23.753
0.763,27.435,3.578,22.68
1.161,30.75,3.181,23.907
1.997,32.873,3.181,24.92
1.344,32.982,2.91,24.981
1.345,33.762,2.78,25.223
1.66,33.389,2.97,24.909
1.765,33.682,2.995,24.99
1.619,33.222,2.936,24.627
1.627,31.18,2.991,24.147
1.531,31.74,3.051,25.168
0.805,25.172,3.325,22.865
1.331,30.534,3.521,23.996
1.965,27.522,3.573,22.216
2.683,27.432,3.604,22.96
1.827,29.975,2.798,24.288
1.024,31.184,3.389,24.131
1.076,33.105,2.864,23.897
1.596,29.534,3.288,24.066
0.744,30.87,3.394,23.883
1.011,30.831,3.373,24.853
1.482,33.753,3.363,24.548
1.698,32.893,2.473,25.067
2.006,31.476,3.101,23.439
1.379,32.915,3.038,25.066
1.172,28.716,3.155,23.257
1.015,32.314,3.015,23.649
1.435,31.034,3.122,24.062
0.951,32.438,3.213,24.275
1.104,32.496,2.706,24.588
1.779,31.805,2.751,24.428
1.263,31.552,2.824,24.553
1.662,33.591,2.507,25.501
1.201,30.338,2.884,24.75
1.236,29.481,2.912,24.601
0.526,28.181,3.639,22.868
1.94,29.648,3.175,23.919
0.463,27.618,3.837,22.638
1.372,30.982,3.484,24.501
0.976,33.459,3.211,24.154
1.491,26.527,3.398,23.513
1.559,30.127,3.352,24.009
0.933,28.659,3.136,23.739
1.053,32.725,2.777,25.368
1.713,32.897,3.469,25.025
1.734,31.767,3.272,25.299
1.425,34.561,2.827,25.202
2.029,33.078,3.402,25.328
1.772,31.931,3.708,23.757
1.659,33.627,2.733,24.877
1.17,35.321,3.005,24.689
0.719,29.66,3.754,23.814
1.397,30.383,3.566,24.169
1.366,33.163,3.014,24.977
1.521,28.936,4.013,23.052
1.186,29.679,2.987,24.427
1.768,34.155,2.624,25.282
1.228,29.805,2.791,24.627
1.245,29.826,3.753,23.523
1.314,30.171,3.32,23.572
0.809,30.96,3.33,23.723
1.976,31.974,2.781,25.446
0.592,28.249,3.215,23.744
0.552,24.366,3.464,22.296
0.239,28.405,3.251,23.391
1.935,33.59,2.959,26.041
1.328,27.082,3.884,23.333
1.683,30.572,3.033,24.412
0.736,30.432,3.601,23.703
1.733,27.251,3.966,23.397
1.601,33.524,2.897,25.133
1.584,26.761,3.608,24.022
1.286,32.692,2.689,25.306
0.619,31.205,3.094,24.411
1.338,31.179,3.307,24.761
1.711,32.234,3.146,24.787
1.037,33.075,3.146,24.924
0.911,32.968,3.078,24.367
1.367,35.263,3.213,25.187
1.344,29.119,3.329,24.331
1.68,33.433,2.929,25.382
1.67,28.784,3.077,24.947
1.854,33.54,3.12,25.751
1.249,33.752,3.029,25.108
0.834,30.656,3.215,24.046
1.189,29.473,3.412,24.32
1.574,29.94,3.428,24.946
1.494,26.89,3.179,23.827
1.543,29.878,3.607,23.973
1.773,29.312,2.812,25.513
0.849,30.199,3.132,23.585
1.326,28.071,3.389,24.009
1.037,33.251,2.72,24.975
1.295,29.607,2.978,24.012
1.61,26.726,3.367,23.446
1.238,29.446,3.586,24.04
1.056,32.454,3.002,25.103
1.304,33.963,3.119,25.632
1.183,31.467,2.795,24.766
1.348,33.425,2.533,25.649
1.241,30.681,3.243,24.278
1.447,26.903,3.701,24.32
0.979,27.845,3.432,23.428
1.954,30.918,3.021,24.645
1.483,33.807,2.693,25.55
1.403,29.13,3.18,24.962
1.126,24.996,3.727,23.012
1.458,32.913,2.929,24.993
0.687,32.106,3.151,24.616
0.815,35.365,2.802,25.148
1.244,28.116,3.601,23.801
1.692,30.757,3.814,24.3
1.88,28.088,3.257,23.591
1.246,29.903,3.197,24.24
1.915,34.432,2.847,25.784
1.307,32.905,2.972,25.045
1.799,34.791,3.008,25.405
1.592,34.789,2.817,25.929
1.438,32.15,2.574,24.994
0.847,24.954,3.029,24.162
1.394,26.828,3.155,23.555
0.998,30.926,3.616,24.379
1.288,30.132,4.128,23.952
1.599,35.315,2.861,25.173
2.019,31.21,3.031,24.538
1.406,28.112,3.978,23.799
1.664,33.621,2.821,25.113
1.387,34.179,2.205,25.628
1.012,32.77,3.178,24.59
0.941,31.983,2.78,24.54
1.497,32.785,3.224,24.968
1.272,25.208,3.643,22.336
1.427,30.055,3.357,24.172
1.104,30.428,3.051,24.58
1.198,34.471,2.772,25.026
1.499,32.943,2.852,25.539
1.066,31.837,2.723,23.923
0.491,32.631,2.846,23.938
1.405,34.951,2.864,24.898
1.023,33.26,2.686,24.918
1.056,28.146,3.461,23.352
1.924,31.514,3.224,24.5
1.156,33.194,2.591,24.531
2.913,31.448,2.783,22.709
0.851,33.161,2.937,23.381
1.141,33.884,2.715,24.926
1.385,34.269,2.809,25.2
0.892,31.091,2.972,24.135
1.165,31.413,2.951,24.289
1.18,32.424,2.634,25.081
0.762,24.861,3.104,22.927
1.286,33.524,2.492,24.289
1.531,28.763,3.378,23.659
0.926,34.31,2.327,24.95
0.985,33.544,2.795,24.361
0.905,34.954,3.178,24.953
0.863,32.727,3.14,23.892
1.239,27.431,3.189,23.668
1.241,32.498,2.764,24.623
1.025,30.744,2.96,23.894
1.174,31.087,2.965,23.258
1.568,32.878,2.726,24.935
1.167,31.99,3.569,23.674
1.302,28.13,3.194,24.464
1.128,25.013,3.615,23.231
1.213,32.257,3.262,24.487
0.776,27.865,3.867,20.606
1.392,35.178,2.696,24.846
1.114,28.08,3.529,23.107
0.963,30.875,3.282,24.759
1.781,32.946,2.872,24.414
1.017,29.553,3.816,23.489
1.309,31.689,2.711,24.176
1.536,27.215,3.271,23.927
1.199,30.037,3.427,23.474
1.169,30.723,2.999,24.166
0.966,30.687,2.925,23.629
1.132,31.956,2.758,24.706
1.401,32.28,2.475,24.331
1.615,31.71,2.718,24.455
0.9,31.856,3.268,24.525
0.819,31.099,2.754,24.07
0.943,32.657,2.403,23.427
1.185,29.79,3.627,22.819
0.87,30.972,3.501,23.69
1.051,29.984,2.893,24.112
1.043,31.126,2.993,23.7
0.961,31.204,2.949,23.749
1.276,29.651,2.557,24.964
1.32,31.619,3.424,23.771
1.461,31.388,2.696,24.583
1.206,31.35,2.497,24.096
1.201,33.372,2.789,24.752
2.11,27.893,3.704,23.655
1.314,31.508,3.244,24.545
1.434,32.077,2.825,24.513
1.124,33.126,3.06,25.081
1.891,29.542,3.615,23.012
1.222,32.829,2.776,23.582
0.69,28.665,3.631,21.614
1.134,31.327,2.724,24.768
1.348,34.052,2.381,25.612
1.407,31.939,3.209,24.224
0.983,33.124,3.079,23.324
1.726,34.697,3.631,23.287
1.409,34.017,2.597,25.352
1.193,33.91,3.039,24.585
1.277,31.346,2.988,24.695
1.511,33.494,2.999,25.07
1.488,33.76,2.621,25.752
2.288,28.529,2.769,24.477
1.616,34.03,2.68,25.564
1.642,28.337,3.212,23.921
1.176,32.967,2.691,25.262
1.25,30.2,3.074,23.897
1.35,34.655,2.551,25.312
1.333,26.8,3.44,23.701
1.672,32.046,2.757,25.161
1.181,33.82,3.23,25.042
1.739,31.078,2.922,24.139
1.088,33.663,2.649,24.743
1.187,31.429,3.022,24.449
1.868,29.316,2.995,23.851
1.331,32.791,3.102,24.786
1.138,29.332,2.928,23.736
1.176,29.592,3.073,23.93
0.99,28.292,3.41,23.302
1.267,30.53,3.2,24.04
1.315,29.057,3.567,24.058
0.808,29.873,3.154,23.704
1.067,27.123,3.462,23.261
1.187,30.828,2.818,24.721
0.88,31.296,3.123,23.98
1.259,32.566,2.521,24.431
1.329,30.947,3.042,24.685
1.331,31.995,3.277,24.239
1.137,34.24,2.639,25.335
1.075,33.646,2.915,24.448
0.824,31.817,3.092,23.759
0.551,31.211,2.688,23.975
1.499,34.7,2.456,25.289
1.001,32.919,2.642,24.909
0.832,32.753,3.114,24.561
1.076,33.24,2.719,23.476
1.038,33.146,2.856,24.628
1.445,33.529,2.533,25.214
0.767,31.906,3.255,24.042
1.287,27.023,3.202,23.644
1.282,28.76,3.341,23.925
1.229,31.766,3.097,23.857
1.549,29.98,2.998,24.786
1.466,33.393,2.767,24.296
1.006,33.843,2.842,24.967
1.265,33.603,2.84,25.02
1.059,27.631,3.275,23.723
1.389,26.76,3.849,23.034
0.897,32.193,3.242,24.494
1.874,29.923,3.582,22.919
1.756,30.842,2.999,24.281
0.653,33.364,2.774,24.794
1.281,32.826,3.228,24.872
1.172,29.429,3.052,23.595
1.416,32.6,3.259,24.776
1.149,31.516,2.998,24.06
1.4,33.466,2.579,25.126
1.496,33.423,2.626,25.008
1.17,29.412,3.031,24.022
1.04,33.423,2.728,24.395
0.657,22.14,3.445,23.04
1.186,30.699,3.047,24.308
1.331,30.549,3.475,23.803
1.107,34.241,2.94,25.001
1.227,33.76,2.841,25.582
1.475,33.19,3.285,24.055
1.579,34.051,2.847,25.03
1.401,33.755,2.431,24.9
0.822,27.244,3.331,23.114
1.071,30.039,3.614,23.347
1.465,33.936,2.624,24.497
1.198,33.062,2.445,24.583
1.126,27.769,3.601,23.628
0.858,31.214,3.659,23.827
1.34,30.801,2.977,24.027
1.228,32.357,3.095,23.911
1.576,32.156,3.677,24.074
0.749,30.022,3.358,23.548
1.022,30.32,3.067,23.588
1.277,32.798,2.529,25.323
1.663,32.247,2.642,24.41
0.993,33.182,2.191,24.75
0.952,30.61,3.399,23.468
1.612,33.487,2.956,25.145
1.751,31.366,3.137,24.076
1.414,29.485,3.569,23.294
1.531,31.961,2.524,24.056
0.906,32.791,2.795,25.263
0.996,30.2,3.371,23.327
1.14,31.543,2.599,24.398
1.395,31.57,3.299,23.993
1.925,31.518,2.812,24.746
1.352,32.742,2.64,24.777
1.351,30.915,3.322,23.558
1.461,26.027,3.312,24.15
1.468,30.701,3.148,24.003
1.708,32.381,2.715,23.943
1.413,27.952,3.58,23.186
1.902,26.02,3.495,22.994
1.142,32.898,2.79,25.214
1.395,33.743,3.001,23.962
1.725,35.59,2.506,25.697
2.155,33.062,3.006,24.364
1.688,32.801,2.6,25.412
1.473,29.773,3.114,23.538
0.772,26.282,3.918,21.956
1.586,33.805,2.663,24.655
1.151,34.103,2.843,25.256
1.111,32.664,2.962,24.773
1.554,35.145,2.675,24.854
1.608,34.015,2.505,24.928
1.125,32.409,2.517,24.781
0.964,29.663,2.98,24.184
0.868,32.904,2.707,24.098
1.295,33.167,3.278,24.34
1.273,33.751,3.194,24.967
1.456,31.493,2.759,24.227
1.052,32.977,2.985,24.132
1.12,32.688,2.927,24.016
1.031,32.759,2.475,24.232
1.28,34.177,2.663,24.758
1.449,34.104,2.978,24.588
1.406,31.462,2.968,24.112
0.952,31.096,2.893,24.12
1.201,34.203,2.921,24.474
1.191,32.929,2.865,23.798
1.856,32.158,3.008,24.673
1.555,32.955,2.434,25.032
1.409,34.401,2.835,24.855
1.649,30.837,3.088,24.845
1.069,27.925,3.58,23.43
1.151,32.053,3.095,24.222
1.122,32.816,3.126,24.164
1.116,24.546,2.533,23.883
1.071,30.768,2.94,24.063
1.559,32.548,2.583,24.905
1.203,28.332,3.038,24.12
0.939,30.454,3.202,24.351
0.987,31.922,2.545,23.59
1.32,33.843,3.105,23.869
1.468,34.058,3.677,24.834
0.722,29.845,3.124,23.8
1.412,33.717,2.526,24.969
1.496,32.66,2.692,25.286
1.27,34.581,2.683,25.265
0.76,31.607,2.896,23.926
1.139,33.451,3.107,24.133
1.455,20.943,2.786,24.302
1.213,31.239,3.083,23.99
1.32,33.751,2.824,24.367
1.337,29.877,3.337,23.464
1.679,31.454,3.086,24.358
1.59,34.026,2.94,24.556
1.113,33.744,2.738,24.772
1.634,33.962,2.926,24.925
1.636,33.25,2.762,24.682
1.64,30.647,2.934,24.136
1.268,33.6,2.625,24.344
1.218,31.516,2.821,24.434
1.243,25.679,3.522,23.074
1.505,33.704,3.273,24.473
1.127,32.503,2.732,24.589
1.61,32.694,2.734,24.81
1.783,33.482,2.999,25.557
1.583,29.393,4.101,23.687
1.294,31.277,3.156,24.712
1.037,32.844,2.901,24.458
1.158,31.518,2.791,24.324
1.541,32.984,2.974,25.085
1.11,27.964,3.183,23.498
1.443,31.668,2.566,24.643
1.162,28.595,3.297,23.055
1.0,30.804,3.319,24.45
1.769,31.857,2.658,24.81
1.007,30.093,2.768,24.07
1.44,30.566,3.91,23.662
1.431,27.124,3.694,22.698
1.421,33.041,3.294,24.753
1.482,28.453,3.518,23.235
1.682,28.416,4.111,23.968
1.317,30.687,3.242,24.196
1.509,30.512,3.482,24.533
1.65,33.92,2.933,25.122
1.524,32.419,2.54,24.88
1.276,28.775,3.745,23.551
1.889,32.414,2.968,24.576
1.334,32.345,3.243,24.603
1.087,28.507,3.401,24.454
1.76,30.668,3.123,24.635
1.395,31.504,3.501,24.102
1.064,33.119,3.15,24.639
1.284,33.253,2.589,25.439
1.496,33.728,2.556,25.153
1.556,32.216,2.947,24.403
1.309,33.231,2.69,25.508
1.59,35.008,2.519,25.093
1.157,34.358,2.509,24.918
1.44,33.958,2.798,25.644
1.317,30.512,3.187,24.3
0.865,34.479,2.699,24.588
1.3,34.036,3.076,23.996
1.753,32.798,2.599,25.233
1.238,32.674,2.794,25.023
1.093,27.63,3.451,23.24
1.303,34.28,2.738,25.124
1.053,30.45,3.244,24.167
1.308,29.612,3.089,24.17
1.147,33.192,3.234,24.647
2.322,35.862,2.948,25.331
1.556,29.803,2.992,24.292
1.685,31.487,2.876,25.306
1.334,34.981,2.881,25.295
1.794,31.359,2.744,25.014
1.334,31.195,3.339,24.497
1.238,30.585,3.417,23.793
1.671,33.294,3.051,25.173
1.567,33.172,3.114,25.25
1.911,33.657,2.605,25.358
1.247,34.22,2.587,24.876
1.201,32.582,2.698,25.453
1.783,33.605,2.696,24.887
1.271,33.723,2.651,25.205
1.067,30.011,3.507,23.896
1.504,29.486,3.031,24.519
1.084,34.847,2.832,25.062
1.102,32.972,2.729,24.665
1.267,31.762,3.116,23.692
1.434,34.727,3.389,24.588
0.925,31.972,2.558,24.707
1.192,33.697,2.478,25.514
1.554,33.873,2.44,24.918
1.576,31.57,3.057,24.844
1.492,33.721,2.899,25.579
1.17,34.914,3.132,25.112
1.578,33.863,3.194,25.259
0.93,33.089,3.31,25.219
1.28,32.237,2.859,24.858
1.561,26.66,3.244,23.888
1.187,30.181,3.539,24.19
1.093,32.411,3.213,24.401
1.29,26.64,3.773,22.09
1.323,32.42,2.79,24.598
1.315,34.025,2.727,24.681
1.688,34.573,3.449,25.084
2.041,31.819,3.621,24.598
1.188,33.158,2.925,24.736
0.831,30.753,3.248,24.825
1.538,32.764,2.974,24.98
1.229,33.658,2.611,24.849
0.873,27.297,3.259,23.591
1.086,33.053,3.113,24.811
1.641,34.543,2.737,25.667
0.898,32.65,3.125,24.922
1.298,33.806,2.843,24.984
1.455,25.703,3.48,23.104
1.418,34.275,2.985,26.07
1.261,28.707,3.333,24.004
1.806,32.749,3.175,23.39
1.208,33.142,2.847,25.172
0.897,31.827,3.159,23.796
1.527,34.422,3.562,25.186
1.093,30.535,2.857,24.315
1.385,30.599,3.48,24.131
1.186,34.47,3.502,24.619
2.273,31.554,3.129,24.751
1.698,34.075,2.838,25.243
1.061,32.021,3.279,24.197
2.236,33.966,2.727,25.742
1.065,31.477,3.362,24.286
1.363,33.491,2.691,25.181
1.49,31.94,2.853,24.864
1.199,31.266,3.258,24.404
1.065,30.928,3.011,24.526
0.897,34.385,2.979,24.327
1.523,34.764,2.773,24.871
1.49,32.63,2.864,24.093
0.875,30.239,2.95,23.585
1.324,31.83,2.994,24.517
1.152,25.071,3.756,22.961
1.789,34.046,3.161,25.257
1.401,31.838,2.891,24.668
1.442,30.561,3.255,24.804
1.053,32.689,2.814,23.272
1.066,31.557,3.022,24.351
1.455,33.078,3.529,24.796
0.98,34.42,3.276,24.827
1.093,29.736,3.932,23.489
1.928,29.546,3.45,24.675
1.297,30.769,3.362,24.392
1.391,32.098,3.125,25.005
1.512,27.581,3.287,24.261
1.495,34.102,2.876,25.607
1.281,32.333,3.025,24.6
1.103,33.153,2.997,24.89
1.278,32.866,3.113,24.64
0.927,30.92,3.295,23.881
1.419,32.673,3.396,24.573
1.189,32.456,2.935,24.981
1.494,34.013,2.592,25.026
1.234,34.903,3.033,24.844
1.59,33.215,2.862,25.926
1.316,31.582,2.87,24.253
1.207,31.172,2.755,24.568
1.198,34.434,3.144,24.51
1.223,32.0,2.673,24.465
1.66,30.118,3.432,24.04
1.293,30.835,3.066,24.85
1.553,31.725,2.798,25.212
1.211,32.643,3.404,25.07
1.533,34.206,2.802,25.33
1.39,30.022,3.302,24.256
1.63,29.822,3.709,24.219
1.965,33.495,3.056,25.536
1.94,33.369,3.245,25.354
1.575,35.088,2.796,25.352
1.515,34.11,2.844,25.882
2.236,31.275,2.971,25.768
1.745,31.685,3.174,25.219
2.063,35.041,2.528,25.978
1.237,31.272,3.269,25.101
1.703,33.607,2.932,25.801
1.329,32.957,2.953,25.073
1.165,34.462,2.166,25.362
1.096,33.49,3.243,24.653
1.516,31.359,3.547,24.743
1.394,33.155,2.952,24.289
1.983,34.718,2.955,25.109
1.531,30.611,3.509,24.084
1.728,30.054,3.353,24.841
1.841,30.964,3.506,24.698
1.803,25.022,3.988,22.554
1.861,33.356,3.106,25.236
2.043,32.862,3.171,25.373
1.403,31.113,3.296,25.187
0.961,31.889,3.405,24.916
1.394,33.38,3.054,25.389
1.604,32.343,2.977,24.655
1.428,27.999,3.048,23.219
1.183,30.447,3.467,24.133
1.111,30.686,3.414,24.712
1.427,33.738,3.035,24.712
1.382,30.884,3.275,24.778
1.021,30.042,3.702,23.213
1.784,32.464,3.122,24.779
1.335,31.703,2.835,24.814
1.501,30.731,3.245,24.497
1.387,30.436,3.643,24.093
1.992,29.901,3.713,23.664
1.07,31.879,3.388,24.02
0.572,29.16,3.71,23.375
0.9,33.366,2.978,24.709
2.132,30.272,3.293,24.652
1.069,29.26,3.166,23.956
1.369,32.815,2.993,24.643
1.424,28.858,3.201,24.98
1.179,32.542,2.819,25.262
1.317,32.202,3.198,24.892
1.336,33.46,2.73,24.87
1.238,31.762,2.894,24.889
1.041,33.083,3.282,24.594
0.646,29.862,3.31,23.202
1.34,31.618,3.034,24.623
1.108,33.277,3.27,24.697
1.064,34.447,3.202,25.125
1.268,31.904,3.031,24.669
0.937,28.9,3.496,23.985
1.138,30.426,3.201,24.575
1.065,25.812,3.337,23.493
1.412,26.976,3.467,23.916
1.357,31.541,3.589,24.32
1.136,29.677,3.172,24.191
1.111,30.337,3.58,23.516
1.367,34.358,2.662,25.114
1.429,30.869,2.857,23.9
1.329,31.176,3.034,24.813
1.734,32.32,3.38,24.963
2.449,34.827,2.597,25.364
1.094,32.969,3.312,25.215
1.483,32.475,3.056,25.035
1.521,31.27,3.612,24.593
1.44,34.296,2.678,24.762
1.328,32.924,2.759,25.443
1.529,35.303,3.286,25.298
0.538,28.079,3.602,23.878
1.787,29.021,2.878,23.522
1.197,25.097,3.366,23.708
1.343,33.27,3.337,24.736
1.738,31.963,2.725,24.347
1.242,31.314,3.587,24.64
1.517,28.903,3.155,24.646
1.174,30.705,3.317,24.238
0.948,27.872,3.684,24.288
1.163,31.31,3.051,24.671
0.903,28.704,3.228,24.535
1.46,26.698,3.568,24.418
1.669,34.274,2.554,25.522
1.724,32.009,3.286,25.242
1.272,33.914,2.97,25.655
1.476,32.896,2.976,25.364
1.471,32.379,3.115,25.306
0.568,28.085,3.706,23.166
0.959,33.021,3.057,24.43
1.181,27.159,3.949,23.8
1.256,34.412,3.04,25.04
2.008,33.567,2.954,25.031
1.119,32.356,3.027,24.225
1.762,33.739,3.354,25.093
1.369,32.977,2.615,25.591
1.968,33.143,2.847,25.623
1.334,33.007,3.023,25.002
1.258,35.141,2.964,25.572
1.618,35.021,3.059,25.177
2.115,33.381,2.846,25.443
1.096,31.278,2.862,24.667
1.46,32.951,2.855,25.651
1.326,31.604,3.077,25.328
1.349,33.334,3.063,25.522
1.538,30.9,3.544,25.74
1.438,33.198,2.73,25.111
1.476,33.563,2.946,25.343
1.592,33.711,2.759,25.547
1.602,32.212,3.238,24.969
1.732,34.805,2.563,25.793
1.246,27.845,4.017,22.819
1.219,29.25,3.805,23.457
1.036,32.444,2.897,23.79
1.655,28.031,3.841,23.025
0.903,27.546,3.51,23.913
1.654,33.279,2.725,25.058
1.302,31.476,3.6,24.191
1.669,29.639,3.57,24.225
1.562,28.884,3.483,24.109
1.277,29.498,3.442,23.89
1.264,29.076,3.93,23.543
1.819,31.823,3.13,24.576
1.636,32.255,3.292,24.457
1.333,31.885,3.185,24.148
1.527,27.668,3.798,23.007
1.198,28.926,3.741,23.611
1.428,27.22,3.501,23.846
1.736,27.735,3.6,23.873
1.62,32.855,2.619,25.669
1.227,22.209,3.833,22.494
1.044,27.221,3.704,22.768
1.5,27.206,4.057,23.261
1.03,24.973,3.708,22.592
1.765,26.303,3.487,23.522
1.62,35.001,2.917,25.816
1.469,29.578,3.67,23.908
0.811,26.185,3.747,22.946
1.183,29.72,4.146,23.674
1.387,23.753,3.718,22.375
1.031,29.902,3.436,23.925
1.766,30.33,3.316,24.615
1.577,33.255,2.754,25.692
1.826,31.305,2.981,25.965
1.085,33.534,2.646,25.535
1.181,32.6,2.7,25.52
0.916,34.014,2.835,24.985
1.131,30.233,3.397,24.304
1.433,31.665,3.174,25.077
1.174,33.526,2.855,24.546
1.554,34.237,2.424,25.262
1.192,26.72,3.9,23.816
1.529,29.384,3.015,25.293
1.434,29.423,3.59,23.884
1.136,33.145,2.695,25.528
0.987,33.639,2.795,25.416
1.531,32.257,2.892,25.551
1.156,33.998,2.662,25.641
1.724,32.384,2.964,25.691
1.197,31.26,3.263,25.315
1.451,33.162,3.133,25.219
1.213,32.192,2.72,25.521
1.2,32.16,2.958,25.317
1.535,34.042,2.881,25.453
1.47,27.885,3.442,23.754
1.471,30.885,3.219,23.975
1.685,31.826,3.379,24.834
1.336,32.31,2.964,25.513
1.334,33.354,2.561,24.721
1.233,33.136,3.094,25.621
1.154,30.369,3.346,24.31
0.974,31.814,3.444,24.117
1.855,30.703,2.997,24.641
0.923,24.951,3.584,23.6
1.066,29.87,3.582,23.464
1.053,32.877,2.959,25.225
1.221,32.206,3.404,24.563
1.446,28.938,3.806,23.073
1.178,28.273,3.461,24.199
1.08,29.181,3.121,24.33
1.658,31.668,3.582,24.693
1.113,28.579,3.844,23.798
0.841,24.572,3.753,22.683
2.095,31.197,3.299,24.877
1.725,31.43,3.316,24.897
2.044,28.051,3.89,24.308
1.256,33.039,2.916,24.704
1.365,31.047,2.944,24.598
1.567,33.137,3.097,25.036
1.244,32.459,2.865,24.885
1.047,33.096,2.76,24.583
1.448,30.373,3.946,24.089
1.542,29.204,3.544,24.272
1.188,29.553,3.555,24.772
1.515,31.096,3.3,24.531
0.68,25.608,3.698,22.707
1.752,30.324,3.533,23.77
1.393,30.507,3.528,23.88
1.335,29.289,3.353,23.253
0.906,30.291,3.248,23.704
1.102,25.771,3.665,22.682
1.023,26.95,3.927,22.558
2.096,30.371,3.319,24.254
